id,code,name,type,parent_code,create_time,update_time,is_deleted
1,11,北京市,PROVINCE,,2023-09-11 00:00:00,2023-09-11 00:00:00,0
2,1101,市辖区,CITY,11,2023-09-11 00:00:00,2023-09-11 00:00:00,0
3,110101,东城区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
4,110102,西城区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
5,110105,朝阳区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
6,110106,丰台区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
7,110107,石景山区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
8,110108,海淀区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
9,110109,门头沟区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
10,110111,房山区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
11,110112,通州区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
12,110113,顺义区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
13,110114,昌平区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
14,110115,大兴区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
15,110116,怀柔区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
16,110117,平谷区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
17,110118,密云区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
18,110119,延庆区,COUNTY,1101,2023-09-11 00:00:00,2023-09-11 00:00:00,0
19,12,天津市,PROVINCE,,2023-09-11 00:00:00,2023-09-11 00:00:00,0
20,1201,市辖区,CITY,12,2023-09-11 00:00:00,2023-09-11 00:00:00,0
21,120101,和平区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
22,120102,河东区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
23,120103,河西区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
24,120104,南开区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
25,120105,河北区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
26,120106,红桥区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
27,120110,东丽区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
28,120111,西青区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
29,120112,津南区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
30,120113,北辰区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
31,120114,武清区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
32,120115,宝坻区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
33,120116,滨海新区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
34,120117,宁河区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
35,120118,静海区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
36,120119,蓟州区,COUNTY,1201,2023-09-11 00:00:00,2023-09-11 00:00:00,0
37,13,河北省,PROVINCE,,2023-09-11 00:00:00,2023-09-11 00:00:00,0
38,1301,石家庄市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
39,130102,长安区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
40,130104,桥西区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
41,130105,新华区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
42,130107,井陉矿区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
43,130108,裕华区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
44,130109,藁城区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
45,130110,鹿泉区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
46,130111,栾城区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
47,130121,井陉县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
48,130123,正定县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
49,130125,行唐县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
50,130126,灵寿县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
51,130127,高邑县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
52,130128,深泽县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
53,130129,赞皇县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
54,130130,无极县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
55,130131,平山县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
56,130132,元氏县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
57,130133,赵县,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
58,130171,石家庄高新技术产业开发区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
59,130172,石家庄循环化工园区,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
60,130181,辛集市,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
61,130183,晋州市,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
62,130184,新乐市,COUNTY,1301,2023-09-11 00:00:00,2023-09-11 00:00:00,0
63,1302,唐山市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
64,130202,路南区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
65,130203,路北区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
66,130204,古冶区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
67,130205,开平区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
68,130207,丰南区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
69,130208,丰润区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
70,130209,曹妃甸区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
71,130224,滦南县,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
72,130225,乐亭县,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
73,130227,迁西县,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
74,130229,玉田县,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
75,130271,河北唐山芦台经济开发区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
76,130272,唐山市汉沽管理区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
77,130273,唐山高新技术产业开发区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
78,130274,河北唐山海港经济开发区,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
79,130281,遵化市,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
80,130283,迁安市,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
81,130284,滦州市,COUNTY,1302,2023-09-11 00:00:00,2023-09-11 00:00:00,0
82,1303,秦皇岛市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
83,130302,海港区,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
84,130303,山海关区,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
85,130304,北戴河区,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
86,130306,抚宁区,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
87,130321,青龙满族自治县,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
88,130322,昌黎县,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
89,130324,卢龙县,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
90,130371,秦皇岛市经济技术开发区,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
91,130372,北戴河新区,COUNTY,1303,2023-09-11 00:00:00,2023-09-11 00:00:00,0
92,1304,邯郸市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
93,130402,邯山区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
94,130403,丛台区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
95,130404,复兴区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
96,130406,峰峰矿区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
97,130407,肥乡区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
98,130408,永年区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
99,130423,临漳县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
100,130424,成安县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
101,130425,大名县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
102,130426,涉县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
103,130427,磁县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
104,130430,邱县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
105,130431,鸡泽县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
106,130432,广平县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
107,130433,馆陶县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
108,130434,魏县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
109,130435,曲周县,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
110,130471,邯郸经济技术开发区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
111,130473,邯郸冀南新区,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
112,130481,武安市,COUNTY,1304,2023-09-11 00:00:00,2023-09-11 00:00:00,0
113,1305,邢台市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
114,130502,襄都区,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
115,130503,信都区,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
116,130505,任泽区,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
117,130506,南和区,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
118,130522,临城县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
119,130523,内丘县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
120,130524,柏乡县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
121,130525,隆尧县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
122,130528,宁晋县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
123,130529,巨鹿县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
124,130530,新河县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
125,130531,广宗县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
126,130532,平乡县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
127,130533,威县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
128,130534,清河县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
129,130535,临西县,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
130,130571,河北邢台经济开发区,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
131,130581,南宫市,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
132,130582,沙河市,COUNTY,1305,2023-09-11 00:00:00,2023-09-11 00:00:00,0
133,1306,保定市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
134,130602,竞秀区,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
135,130606,莲池区,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
136,130607,满城区,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
137,130608,清苑区,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
138,130609,徐水区,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
139,130623,涞水县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
140,130624,阜平县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
141,130626,定兴县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
142,130627,唐县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
143,130628,高阳县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
144,130629,容城县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
145,130630,涞源县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
146,130631,望都县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
147,130632,安新县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
148,130633,易县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
149,130634,曲阳县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
150,130635,蠡县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
151,130636,顺平县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
152,130637,博野县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
153,130638,雄县,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
154,130671,保定高新技术产业开发区,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
155,130672,保定白沟新城,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
156,130681,涿州市,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
157,130682,定州市,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
158,130683,安国市,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
159,130684,高碑店市,COUNTY,1306,2023-09-11 00:00:00,2023-09-11 00:00:00,0
160,1307,张家口市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
161,130702,桥东区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
162,130703,桥西区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
163,130705,宣化区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
164,130706,下花园区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
165,130708,万全区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
166,130709,崇礼区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
167,130722,张北县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
168,130723,康保县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
169,130724,沽源县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
170,130725,尚义县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
171,130726,蔚县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
172,130727,阳原县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
173,130728,怀安县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
174,130730,怀来县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
175,130731,涿鹿县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
176,130732,赤城县,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
177,130771,张家口经济开发区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
178,130772,张家口市察北管理区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
179,130773,张家口市塞北管理区,COUNTY,1307,2023-09-11 00:00:00,2023-09-11 00:00:00,0
180,1308,承德市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
181,130802,双桥区,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
182,130803,双滦区,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
183,130804,鹰手营子矿区,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
184,130821,承德县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
185,130822,兴隆县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
186,130824,滦平县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
187,130825,隆化县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
188,130826,丰宁满族自治县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
189,130827,宽城满族自治县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
190,130828,围场满族蒙古族自治县,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
191,130871,承德高新技术产业开发区,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
192,130881,平泉市,COUNTY,1308,2023-09-11 00:00:00,2023-09-11 00:00:00,0
193,1309,沧州市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
194,130902,新华区,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
195,130903,运河区,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
196,130921,沧县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
197,130922,青县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
198,130923,东光县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
199,130924,海兴县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
200,130925,盐山县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
201,130926,肃宁县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
202,130927,南皮县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
203,130928,吴桥县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
204,130929,献县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
205,130930,孟村回族自治县,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
206,130971,河北沧州经济开发区,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
207,130972,沧州高新技术产业开发区,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
208,130973,沧州渤海新区,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
209,130981,泊头市,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
210,130982,任丘市,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
211,130983,黄骅市,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
212,130984,河间市,COUNTY,1309,2023-09-11 00:00:00,2023-09-11 00:00:00,0
213,1310,廊坊市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
214,131002,安次区,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
215,131003,广阳区,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
216,131022,固安县,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
217,131023,永清县,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
218,131024,香河县,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
219,131025,大城县,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
220,131026,文安县,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
221,131028,大厂回族自治县,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
222,131071,廊坊经济技术开发区,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
223,131081,霸州市,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
224,131082,三河市,COUNTY,1310,2023-09-11 00:00:00,2023-09-11 00:00:00,0
225,1311,衡水市,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
226,131102,桃城区,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
227,131103,冀州区,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
228,131121,枣强县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
229,131122,武邑县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
230,131123,武强县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
231,131124,饶阳县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
232,131125,安平县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
233,131126,故城县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
234,131127,景县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
235,131128,阜城县,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
236,131171,河北衡水高新技术产业开发区,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
237,131172,衡水滨湖新区,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
238,131182,深州市,COUNTY,1311,2023-09-11 00:00:00,2023-09-11 00:00:00,0
239,133100,雄安新区,CITY,13,2023-09-11 00:00:00,2023-09-11 00:00:00,0
240,14,山西省,PROVINCE,,2023-09-11 00:00:00,2023-09-11 00:00:00,0
241,1401,太原市,CITY,14,2023-09-11 00:00:00,2023-09-11 00:00:00,0
242,140105,小店区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
243,140106,迎泽区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
244,140107,杏花岭区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
245,140108,尖草坪区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
246,140109,万柏林区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
247,140110,晋源区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
248,140121,清徐县,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
249,140122,阳曲县,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
250,140123,娄烦县,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
251,140171,山西转型综合改革示范区,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
252,140181,古交市,COUNTY,1401,2023-09-11 00:00:00,2023-09-11 00:00:00,0
253,1402,大同市,CITY,14,2023-09-11 00:00:00,2023-09-11 00:00:00,0
254,140212,新荣区,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
255,140213,平城区,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
256,140214,云冈区,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
257,140215,云州区,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
258,140221,阳高县,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
259,140222,天镇县,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
260,140223,广灵县,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
261,140224,灵丘县,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
262,140225,浑源县,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
263,140226,左云县,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
264,140271,山西大同经济开发区,COUNTY,1402,2023-09-11 00:00:00,2023-09-11 00:00:00,0
265,1403,阳泉市,CITY,14,2023-09-11 00:00:00,2023-09-11 00:00:00,0
266,140302,城区,COUNTY,1403,2023-09-11 00:00:00,2023-09-11 00:00:00,0
267,140303,矿区,COUNTY,1403,2023-09-11 00:00:00,2023-09-11 00:00:00,0
268,140311,郊区,COUNTY,1403,2023-09-11 00:00:00,2023-09-11 00:00:00,0
269,140321,平定县,COUNTY,1403,2023-09-11 00:00:00,2023-09-11 00:00:00,0
270,140322,盂县,COUNTY,1403,2023-09-11 00:00:00,2023-09-11 00:00:00,0
271,1404,长治市,CITY,14,2023-09-11 00:00:00,2023-09-11 00:00:00,0
272,140403,潞州区,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
273,140404,上党区,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
274,140405,屯留区,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
275,140406,潞城区,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
276,140423,襄垣县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
277,140425,平顺县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
278,140426,黎城县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
279,140427,壶关县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
280,140428,长子县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
281,140429,武乡县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
282,140430,沁县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
283,140431,沁源县,COUNTY,1404,2023-09-11 00:00:00,2023-09-11 00:00:00,0
284,1405,晋城市,CITY,14,2023-09-11 00:00:00,2023-09-11 00:00:00,0
285,140502,城区,COUNTY,1405,2023-09-11 00:00:00,2023-09-11 00:00:00,0
286,140521,沁水县,COUNTY,1405,2023-09-11 00:00:00,2023-09-11 00:00:00,0
287,140522,阳城县,COUNTY,1405,2023-09-11 00:00:00,2023-09-11 00:00:00,0
288,140524,陵川县,COUNTY,1405,2023-09-11 00:00:00,2023-09-11 00:00:00,0
289,140525,泽州县,COUNTY,1405,2023-09-11 00:00:00,2023-09-11 00:00:00,0
290,140581,高平市,COUNTY,1405,2023-09-11 00:00:00,2023-09-11 00:00:00,0
291,1406,朔州市,CITY,14,2023-09-11 00:00:00,2023-09-11 00:00:00,0
292,140602,朔城区,COUNTY,1406,2023-09-11 00:00:00,2023-09-11 00:00:00,0
293,140603,平鲁区,COUNTY,1406,2023-09-11 00:00:00,2023-09-11 00:00:00,0
294,140621,山阴县,COUNTY,1406,2023-09-11 00:00:00,2023-09-11 00:00:00,0
295,140622,应县,COUNTY,1406,2023-09-11 00:00:00,2023-09-11 00:00:00,0
